ID,Categoria,Produto,Preco,Custo,Marca,Data,Estoque,Status,Pagamento_Comum,Avaliacao,Qtd_Comprada
2584,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-06-15,31,Em Trânsito,Cartão de Crédito,4.4,2
2585,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-06-12,24,Esgotado,Boleto,3.2,1
2586,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-12-25,14,Disponível,Pix,4.5,1
2587,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-06-11,39,Esgotado,Boleto,3.2,1
2588,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-10-08,60,Disponível,Cartão de Crédito,4.0,2
2589,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-10-29,69,Esgotado,Transferência Bancária,3.3,1
2590,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-12-29,51,Disponível,Cartão de Crédito,3.2,2
2591,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2025-07-20,25,Em Trânsito,Pix,3.1,1
2592,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-02-24,15,Esgotado,Boleto,3.6,2
2593,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-02-15,93,Esgotado,Transferência Bancária,4.6,1
2594,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-07-11,71,Esgotado,Transferência Bancária,3.9,2
2595,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-01-07,10,Esgotado,Cartão de Crédito,3.3,1
2596,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-08-06,5,Esgotado,Pix,3.8,2
2597,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-08-08,29,Esgotado,Pix,4.1,1
2598,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-11-30,35,Esgotado,Cartão de Crédito,4.8,1
2599,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-06-27,5,Disponível,Pix,4.1,1
2600,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-04-14,55,Disponível,Boleto,3.2,2
2601,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-05-20,85,Disponível,Cartão de Crédito,4.8,1
2602,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-06-07,49,Em Trânsito,Cartão de Crédito,4.4,2
2603,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-09-13,78,Esgotado,Cartão de Crédito,4.7,1
2604,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-11-11,67,Disponível,Transferência Bancária,4.7,1
2605,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-09-02,41,Disponível,Transferência Bancária,3.9,2
2606,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-10-03,10,Disponível,Boleto,4.0,1
2607,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-11-30,21,Disponível,Cartão de Crédito,4.0,1
2608,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-06-17,81,Disponível,Boleto,4.7,2
2609,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-07-12,50,Esgotado,Cartão de Crédito,4.1,1
2610,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-11-20,4,Em Trânsito,Cartão de Crédito,3.0,2
2611,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-09-12,50,Esgotado,Transferência Bancária,3.7,1
2612,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-04-05,6,Disponível,Pix,4.5,1
2613,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-08-16,39,Disponível,Transferência Bancária,4.0,1
2614,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-06-21,77,Em Trânsito,Transferência Bancária,3.5,1
2615,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-08-01,30,Em Trânsito,Boleto,4.4,1
2616,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-09-30,6,Em Trânsito,Boleto,4.3,2
2617,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-11-03,18,Em Trânsito,Boleto,4.2,1
2618,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-07-12,86,Em Trânsito,Cartão de Crédito,3.4,2
2619,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-08-03,57,Esgotado,Pix,4.7,2
2620,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-08-18,77,Em Trânsito,Transferência Bancária,4.4,2
2621,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-04-19,12,Disponível,Transferência Bancária,4.5,1
2622,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-10-06,68,Em Trânsito,Pix,4.8,1
2623,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-01-11,65,Esgotado,Cartão de Crédito,4.9,2
2624,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-12-02,30,Esgotado,Cartão de Crédito,5.0,1
2625,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-11-07,76,Disponível,Boleto,3.8,2
2626,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-09-06,53,Em Trânsito,Cartão de Crédito,4.9,1
2627,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-12-15,62,Em Trânsito,Boleto,3.0,1
2628,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-01-18,24,Disponível,Transferência Bancária,4.7,1
2629,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-11-16,86,Disponível,Pix,4.7,1
2630,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-08-27,50,Disponível,Boleto,4.5,1
2631,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-11-17,87,Em Trânsito,Transferência Bancária,4.2,1
2632,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-12-24,25,Disponível,Pix,4.2,1
2633,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-11-03,92,Disponível,Cartão de Crédito,3.0,1
2634,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-07-30,83,Esgotado,Transferência Bancária,4.0,1
2635,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-02-01,69,Disponível,Transferência Bancária,3.9,1
2636,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-08-25,84,Disponível,Cartão de Crédito,3.4,1
2637,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-02-27,79,Disponível,Pix,4.8,2
2638,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-01-31,24,Em Trânsito,Pix,3.5,1
2639,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-11-27,100,Esgotado,Cartão de Crédito,3.7,1
2640,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-08-23,59,Esgotado,Transferência Bancária,4.3,1
2641,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-12-05,20,Em Trânsito,Pix,4.7,1
2642,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-05-03,41,Em Trânsito,Transferência Bancária,3.1,1
2643,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-12-07,63,Esgotado,Pix,3.9,1
2644,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-12-19,34,Disponível,Cartão de Crédito,3.7,1
2645,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-01-10,76,Em Trânsito,Cartão de Crédito,3.3,2
2646,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-06-09,82,Em Trânsito,Pix,4.2,1
2647,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-03-25,9,Disponível,Pix,3.4,1
2648,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-03-05,56,Disponível,Boleto,4.6,1
2649,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-01-28,4,Esgotado,Boleto,4.4,2
2650,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-11-16,32,Disponível,Pix,3.3,1
2651,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-04-16,67,Disponível,Boleto,4.6,2
2652,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-10-17,35,Disponível,Boleto,4.0,1
2653,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-08-25,53,Em Trânsito,Cartão de Crédito,3.1,1
2654,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-10-07,89,Em Trânsito,Transferência Bancária,4.7,2
2655,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-01-01,43,Em Trânsito,Transferência Bancária,5.0,2
2656,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-08-24,71,Esgotado,Boleto,4.4,1
2657,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-08-24,73,Em Trânsito,Cartão de Crédito,4.4,2
2658,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-06-30,76,Disponível,Pix,3.3,1
2659,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-07-07,98,Esgotado,Cartão de Crédito,3.1,1
2660,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-07-14,25,Em Trânsito,Cartão de Crédito,4.4,1
2661,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-05-07,34,Esgotado,Transferência Bancária,3.3,1
2662,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-03-29,41,Em Trânsito,Cartão de Crédito,4.9,1
2663,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-12-19,96,Disponível,Transferência Bancária,4.0,1
2664,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-04-18,73,Esgotado,Transferência Bancária,4.8,2
2665,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-09-11,97,Esgotado,Pix,3.6,1
2666,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-03-03,94,Disponível,Boleto,3.8,1
2667,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-03-17,73,Disponível,Cartão de Crédito,4.6,2
2668,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-09-16,9,Disponível,Cartão de Crédito,4.3,1
2669,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-07-15,21,Esgotado,Cartão de Crédito,4.3,1
2670,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-07-02,97,Em Trânsito,Boleto,4.8,2
2671,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-09-18,85,Em Trânsito,Cartão de Crédito,3.4,1
2672,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-05-31,85,Em Trânsito,Cartão de Crédito,5.0,2
2673,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-06-25,22,Disponível,Cartão de Crédito,4.2,1
2674,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-11-25,25,Disponível,Transferência Bancária,4.3,1
2675,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-10-29,50,Em Trânsito,Pix,3.5,1
2676,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-02-17,84,Disponível,Cartão de Crédito,4.0,1
2677,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-09-30,71,Disponível,Cartão de Crédito,3.6,1
2678,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-10-16,9,Esgotado,Cartão de Crédito,3.4,1
2679,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-03-06,63,Em Trânsito,Pix,4.8,1
2680,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-05-13,27,Em Trânsito,Transferência Bancária,3.4,1
2681,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-03-18,19,Disponível,Cartão de Crédito,3.1,1
2682,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-08-02,16,Em Trânsito,Pix,4.9,1
2683,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-09-01,96,Disponível,Transferência Bancária,3.4,1
2684,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-12-04,43,Em Trânsito,Boleto,4.3,1
2685,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-09-04,55,Em Trânsito,Boleto,4.5,1
2686,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-09-11,56,Disponível,Boleto,4.4,1
2687,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-12-27,22,Em Trânsito,Cartão de Crédito,4.4,1
2688,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-03-08,60,Esgotado,Boleto,3.6,1
2689,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-10-24,2,Em Trânsito,Boleto,3.1,1
2690,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-03-25,87,Disponível,Cartão de Crédito,3.4,2
2691,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-04-25,15,Disponível,Pix,3.9,1
2692,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-01-27,43,Em Trânsito,Cartão de Crédito,4.4,1
2693,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-05-01,39,Em Trânsito,Transferência Bancária,4.7,1
2694,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-06-10,54,Disponível,Boleto,3.1,1
2695,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-07-01,38,Em Trânsito,Cartão de Crédito,3.7,1
2696,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-06-19,17,Em Trânsito,Boleto,4.9,1
2697,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-11-17,52,Disponível,Cartão de Crédito,5.0,1
2698,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-11-29,5,Disponível,Cartão de Crédito,4.1,1
2699,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-04-05,0,Em Trânsito,Cartão de Crédito,4.8,1
2700,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-12-26,34,Em Trânsito,Transferência Bancária,4.4,2
2701,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-01-24,86,Em Trânsito,Pix,3.6,1
2702,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-08-21,89,Disponível,Cartão de Crédito,4.3,2
2703,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-02-15,55,Esgotado,Cartão de Crédito,3.7,1
2704,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-04-19,52,Em Trânsito,Transferência Bancária,4.0,1
2705,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-06-23,39,Disponível,Boleto,3.6,1
2706,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-05-12,74,Em Trânsito,Transferência Bancária,4.7,2
2707,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-05-28,55,Disponível,Pix,3.6,1
2708,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-07-14,44,Em Trânsito,Transferência Bancária,4.6,2
2709,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-09-11,7,Em Trânsito,Pix,4.7,1
2710,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-02-11,55,Disponível,Transferência Bancária,3.9,2
2711,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-10-29,85,Esgotado,Pix,4.0,2
2712,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-08-14,46,Disponível,Boleto,3.8,1
2713,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-05-08,50,Esgotado,Boleto,3.9,1
2714,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-01-30,18,Disponível,Cartão de Crédito,4.8,1
2715,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-08-29,92,Em Trânsito,Cartão de Crédito,3.0,1
2716,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-09-26,4,Disponível,Transferência Bancária,4.1,1
2717,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-03-10,77,Em Trânsito,Boleto,3.4,2
2718,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-09-16,87,Esgotado,Pix,3.1,1
2719,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-04-15,79,Disponível,Cartão de Crédito,4.8,1
2720,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-11-06,9,Esgotado,Boleto,4.4,1
2721,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-08-10,34,Esgotado,Pix,5.0,1
2722,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-04-05,59,Em Trânsito,Transferência Bancária,4.0,1
2723,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-02-16,16,Esgotado,Boleto,3.7,1
2724,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-12-28,45,Em Trânsito,Transferência Bancária,4.8,1
2725,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-01-02,88,Disponível,Pix,3.1,2
2726,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2025-06-13,24,Esgotado,Pix,3.8,2
2727,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-11-08,60,Em Trânsito,Cartão de Crédito,3.9,2
2728,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-09-24,87,Esgotado,Pix,3.9,1
2729,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-04-17,57,Disponível,Pix,4.8,2
2730,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-09-08,39,Disponível,Boleto,3.3,2
2731,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-08-27,90,Em Trânsito,Cartão de Crédito,4.6,1
2732,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-04-30,99,Esgotado,Pix,3.3,1
2733,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-10-10,29,Em Trânsito,Pix,4.0,1
2734,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-07-06,66,Em Trânsito,Transferência Bancária,4.8,2
2735,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-02-27,1,Esgotado,Transferência Bancária,4.4,2
2736,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-05-03,88,Esgotado,Transferência Bancária,3.2,1
2737,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-08-23,48,Esgotado,Pix,4.1,2
2738,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-12-26,91,Esgotado,Transferência Bancária,3.6,2
2739,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-12-25,25,Em Trânsito,Transferência Bancária,4.5,2
2740,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-04-26,81,Esgotado,Pix,4.8,1
2741,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-11-01,3,Disponível,Cartão de Crédito,4.6,2
2742,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-08-04,7,Em Trânsito,Cartão de Crédito,3.1,1
2743,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-05-29,100,Em Trânsito,Boleto,4.4,1
2744,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-08-20,1,Esgotado,Transferência Bancária,4.5,2
2745,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-05-28,77,Esgotado,Boleto,4.9,1
2746,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-07-02,39,Esgotado,Cartão de Crédito,4.1,2
2747,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-04-06,74,Esgotado,Pix,4.4,2
2748,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-09-22,92,Esgotado,Transferência Bancária,3.5,1
2749,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-06-19,15,Esgotado,Boleto,3.0,2
2750,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-01-13,49,Esgotado,Boleto,3.5,2
2751,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-07-14,67,Disponível,Transferência Bancária,5.0,2
2752,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-07-12,35,Disponível,Transferência Bancária,3.3,1
2753,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-09-02,49,Disponível,Boleto,4.6,2
2754,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-12-02,18,Disponível,Boleto,3.4,1
2755,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-06-09,10,Esgotado,Transferência Bancária,4.2,1
2756,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-11-16,76,Esgotado,Pix,4.0,2
2757,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-02-01,29,Disponível,Transferência Bancária,4.4,1
2758,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-11-13,64,Esgotado,Transferência Bancária,4.1,2
2759,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-08-02,19,Disponível,Pix,4.3,2
2760,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-05-17,96,Disponível,Cartão de Crédito,3.1,2
2761,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-01-15,96,Em Trânsito,Boleto,4.0,1
2762,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-01-14,94,Disponível,Transferência Bancária,4.8,1
2763,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-05-12,75,Disponível,Pix,3.6,2
2764,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-05-06,58,Em Trânsito,Pix,3.8,1
2765,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-04-01,45,Esgotado,Pix,4.5,1
2766,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-09-20,20,Disponível,Pix,3.3,1
2767,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-10-22,19,Em Trânsito,Transferência Bancária,3.3,1
2768,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-09-20,81,Em Trânsito,Pix,3.3,2
2769,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-05-26,95,Disponível,Transferência Bancária,3.9,1
2770,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-11-20,22,Disponível,Boleto,4.9,2
2771,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-03-01,9,Esgotado,Boleto,4.2,1
2772,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-01-06,61,Esgotado,Transferência Bancária,4.2,2
2773,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-05-24,11,Esgotado,Cartão de Crédito,4.0,1
2774,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-05-23,94,Em Trânsito,Boleto,5.0,1
2775,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2025-11-13,20,Em Trânsito,Cartão de Crédito,4.1,1
2776,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-12-25,45,Esgotado,Pix,3.8,1
2777,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-09-15,67,Esgotado,Pix,3.8,1
2778,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-02-15,15,Esgotado,Boleto,4.5,2
2779,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-08-30,42,Esgotado,Boleto,4.8,1
2780,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-07-14,58,Disponível,Cartão de Crédito,5.0,2
2781,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-08-04,85,Esgotado,Transferência Bancária,4.1,2
2782,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-12-16,39,Esgotado,Boleto,3.5,2
2783,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-05-03,13,Disponível,Cartão de Crédito,3.3,1
2784,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-07-26,3,Esgotado,Cartão de Crédito,3.7,1
2785,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-03-20,75,Esgotado,Cartão de Crédito,4.2,1
2786,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-09-03,7,Esgotado,Pix,4.7,1
2787,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-04-19,28,Esgotado,Pix,4.1,2
2788,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-09-23,93,Esgotado,Transferência Bancária,4.9,1
2789,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2025-11-05,8,Disponível,Cartão de Crédito,4.5,1
2790,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-11-13,12,Disponível,Cartão de Crédito,4.2,1
2791,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-03-15,87,Esgotado,Cartão de Crédito,4.1,2
2792,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-06-27,88,Disponível,Pix,4.8,2
2793,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-02-01,28,Esgotado,Transferência Bancária,3.4,2
2794,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-05-30,81,Em Trânsito,Boleto,4.1,2
2795,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-06-19,16,Disponível,Transferência Bancária,4.3,2
2796,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-01-17,51,Disponível,Cartão de Crédito,4.9,1
2797,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-12-13,61,Em Trânsito,Pix,3.8,1
2798,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-10-26,19,Em Trânsito,Pix,3.6,1
2799,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-07-30,84,Em Trânsito,Pix,3.8,1
2800,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-12-30,47,Disponível,Boleto,3.2,1
2801,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-10-23,94,Esgotado,Cartão de Crédito,3.9,2
